volume,weight,density,surface_area,void_fraction,void_volume,CO2/N2_selectivity,heat_adsorption_CO2,CO2_working_capacity,mt_linker_nAtom,mt_linker_nBond,mt_linker_nRing,mt_linker_nHeavyAtom,mt_linker_cLogP,mt_linker_MW,mt_linker_RB,mt_linker_atomInRingsRatio,mt_linker_nSingleBond,mt_linker_nDoubleBond,og1_linker_nAtom,og1_linker_nBond,og1_linker_nRing,og1_linker_nHeavyAtom,og1_linker_cLogP,og1_linker_MW,og1_linker_RB,og1_linker_AP,og1_linker_atomInRingsRatio,og1_linker_nSingleBond,og1_linker_nDoubleBond,og1_linker_nTripleBond,og1_linker_nAromaticBond,og2_linker_nAtom,og2_linker_nBond,og2_linker_nRing,og2_linker_nHeavyAtom,og2_linker_cLogP,og2_linker_MW,og2_linker_RB,og2_linker_AP,og2_linker_atomInRingsRatio,og2_linker_nSingleBond,og2_linker_nDoubleBond,og2_linker_nTripleBond,og2_linker_nAromaticBond,OPr,Br,OEt,H,Me,OMe,F,Et,NH2,NHMe,I,Pr,SO3H,HCO,Ph,CN,Cl,OH,NO2,COOH,acs,bcu,etb,fof,nbo,pcu,pts,rht,sra,tbo,the
1.0,0.7812435830112308,-0.4571652561645191,0.511590313294505,0.6069777768928586,0.7564519210420888,-0.25563923106466285,-0.47240337267453053,-0.3061882568754567,0.13583384355383243,0.12344993223519676,0.08313903634849099,0.13583384355383243,-0.006998997286453974,0.17874632552953895,-0.07049512888238234,0.060532706126828685,0.13459640356880997,0.05721060326502738,0.19268202307042478,0.18155299724267754,0.12261523526321584,0.19268202307042478,0.12641118451435168,0.19204162437161973,0.11983875865966295,0.03519731094769079,0.03992073106267326,0.13280220505628806,-0.049517202264244616,0.2222538353044281,0.11702012281430811,0.0978948454048018,0.09681413814169189,0.08422078580249238,0.0978948454048018,0.023340826602761423,0.09889741620128341,0.09442759827683138,-0.01567888183091221,0.008566961039612346,0.10219996790740421,0.06019967038842551,0.06764969064616232,0.046315630123673485,0.011237766122376652,0.009471797433655383,-0.0018772590525893897,-0.02247032897585694,-0.010328016339871019,-0.008135515121361807,0.007707025918674547,-0.014729761541156858,-0.009436202229494343,-0.004230540713886953,0.008389120268725517,-0.011170553803341216,-0.01097380964805898,-0.019322444891032364,0.010737075110742964,0.006675464343154846,0.011240313851179046,-0.011073959803409908,0.053668998599350884,-0.007504585716993654,0.02596166358601263,0.050860005514043086,-0.02255560427553695,0.04783432825887645,0.5661885323148479,-0.2765673453407516,0.010345945872150148,0.03305356675027038,-0.07049512888238234,0.1629357874966155,0.0542268128589806
0.7812435830112308,1.0,-0.1449234612107064,0.19866870266612308,0.32693835581102665,0.3517741395381432,-0.06576576353216737,-0.2101895624572279,-0.1725248586495084,0.29887236240989185,0.24342223122360376,0.06706001433210051,0.29887236240989185,-0.1772845452349589,0.38209679345725583,-0.03167688009690408,-0.05560636107791097,0.2566215548040726,0.15269638635873223,0.25478827998800313,0.24983147561749836,0.20832225834534943,0.25478827998800313,0.19438456514221542,0.25443521897229987,0.1278308712295339,0.08289101704700082,0.10518643726480743,0.1349233618698342,-0.05671313833144214,0.12807207177959617,0.1899321014305608,0.12311915386336554,0.12974064629792456,0.14691643932408252,0.12311915386336554,0.08262062601937212,0.12249755942192996,0.0612544491720784,0.011534793737528746,0.07587829061297527,0.0956922836762525,0.03529517257901614,0.0002242870742423089,0.09200170333669658,0.014812875565151103,0.06537048073749112,-0.013872470661097824,-0.03936932296308973,-0.03783772327686937,-0.008678819673681863,0.011971089889774062,-0.03741244217016678,-0.021706504002657848,-0.018583745650233487,0.10921978923640505,-0.03309711291583233,0.043037584303751535,-0.013546312260429445,0.006083179399821145,-0.014625871962851944,0.03380174507581317,-0.013924475070902538,0.07710806845332044,0.003392604057424194,0.1769049035786854,0.1448491648966305,0.08659288725546761,0.15667211902666903,0.4019037654893749,-0.4230937283868112,0.010076838503464617,0.044072369076907265,-0.03167688009690408,0.20593209565976042,0.0716080723491158
-0.4571652561645191,-0.1449234612107064,1.0,-0.9028534698754951,-0.8529477861483724,-0.7370428862902392,0.6161165992054819,0.7341712904043558,0.44322372533405935,-0.03177460869445841,-0.08353672598027682,-0.19081918829516098,-0.03177460869445841,-0.24728545393244203,0.0012837712829325497,0.12859864970313264,-0.2667568847521966,-0.09276724874651325,-0.031045362717988204,-0.2170380952654326,-0.20338277311019612,-0.128341558385534,-0.2170380952654326,-0.1863863700969553,-0.21665137596844547,-0.13421427419499168,-0.05559775914445246,-0.03915344070909323,-0.09740871216521244,0.031051078492704245,-0.2330347981879624,-0.14790850763359523,-0.11191883800379628,-0.10065772740796598,-0.03997139268610022,-0.11191883800379628,0.0047729683552583824,-0.11402945518768287,-0.16876820884861915,0.0264203140984998,0.07124278266985395,-0.11900086626288017,-0.11467591936199623,-0.1744026250156706,-0.02904767892259368,-0.08785929753727441,0.15267820962847836,-0.06023721001419118,-0.022987966832429867,-0.056805799618032046,-0.014043524109112023,0.03277931050010369,-0.06110855122509948,-0.0205095171652549,-0.04129638584638619,0.24802700035504155,-0.08463485087703511,0.10015093900282103,0.019129913540248122,-0.062017417686870045,-0.02524970411180392,0.055527318042211185,0.011641084226967758,0.050221951565582505,0.03711432594558822,0.1308594914559604,-0.030059255224096176,0.22376102604753353,0.02330259155846626,-0.34256501241307236,-0.07320014712894475,-0.036593992300404866,-0.008887620935998342,0.12859864970313264,-0.012021627005619885,-0.009663891506881597
0.511590313294505,0.19866870266612308,-0.9028534698754951,1.0,0.9412820206221433,0.8388030961086185,-0.633096627291623,-0.8138571864834976,-0.5469196967027745,0.04123524608847827,0.08884273154108789,0.20573137943149736,0.04123524608847827,0.2309746330061857,0.023636250724708652,-0.17744026478113156,0.2750188694987348,0.09811515371286002,0.03549052675265588,0.1754089827161345,0.160523196619522,0.08673849192466572,0.1754089827161345,0.14294728729291403,0.1736648148424589,0.11029706086461374,0.026093564361581733,0.002822427988651149,0.08513060475029957,-0.04551240696613378,0.2880614508213114,0.10822220397796466,0.1127022078015826,0.1017457741379507,0.04180300313850412,0.1127022078015826,-0.012942465297267884,0.11458755501660045,0.17157024171716614,-0.04108545021569294,-0.09140683629348098,0.12348514564958021,0.12296375460737796,0.18617438244219905,0.026423226186088868,0.014240213449262342,-0.06262133269694681,0.015146458511273072,0.02040717129502551,0.037930330807746604,-0.02236016915662997,-0.003344329331906096,0.02125404931947903,0.010244603804739481,0.002305155522918387,-0.0992405081757868,0.03427825884475394,-0.07456130060153827,-0.025341412685831163,0.021392673609167547,0.020603232263482332,-0.027655025597417476,-0.003734593088453714,-0.036052552558931465,-0.04120193766535284,-0.12014354888804535,0.03507786693217084,-0.2000492033297671,-0.012198571514969881,0.3857874823785309,0.06202403768637229,0.052896305519338556,0.00747864765722142,-0.17744026478113156,0.016456000446367573,0.005306662129065192
0.6069777768928586,0.32693835581102665,-0.8529477861483724,0.9412820206221433,1.0,0.883257037406906,-0.6426132325087174,-0.8599589934801607,-0.6059048647389568,0.02560249553817136,0.059913030180462484,0.17094813163041883,0.02560249553817136,0.17985429239203526,0.032162332902626184,-0.17442925391682038,0.22772207519107424,0.06845550191574047,0.013532745353903065,0.22471194986501392,0.2077870145141683,0.11845165676725365,0.22471194986501392,0.17205311407119156,0.22394194185966082,0.1502127083937083,0.05485770864442118,0.03290240001061856,0.10649616879180558,-0.029932021169086047,0.2731804414706077,0.14586396275933627,0.11541911717638965,0.10438850488705187,0.03990644425451428,0.11541911717638965,0.005247455873579031,0.11681957794833105,0.1682828887963523,-0.012768105168698567,-0.06841303786214775,0.09069214076978623,0.11156175026319172,0.1440898687470313,0.048024562652610084,-0.03342037218898412,0.01405350031422769,-0.01902925348521886,0.008056776209349779,0.015515453952843646,-0.03769321304853544,0.0215087681285001,-0.014143609053776018,0.00015748872059546755,-0.019991406918382786,0.0009423190356659017,-0.012555379472248007,-0.038608082898141875,-0.022594540670853508,-0.002975543873761995,0.016499623439334667,0.0062426025606657195,0.0017345819258558432,-0.004334034370173073,-0.030576991866347453,-0.13210641333592624,0.011827627922238272,-0.14685757049357476,0.012039286524445072,0.4818048871349111,0.002193665150314015,0.04562270065944131,0.010731074624054166,-0.17442925391682038,0.03131756530875514,0.01445715443242608
0.7564519210420888,0.3517741395381432,-0.7370428862902392,0.8388030961086185,0.883257037406906,1.0,-0.47160371451406746,-0.7440913049934573,-0.48626493354149386,-0.0007354255857410333,0.024449229902087897,0.10900670672191178,-0.0007354255857410333,0.13568173119533083,0.008253150979539495,-0.12785510440522488,0.16669748245093913,0.03231211125512142,-0.014362252165162969,0.16399043521511436,0.1457146349777113,0.06062539324321683,0.16399043521511436,0.10350988563642692,0.16272254706864003,0.13190110604495486,0.005742341063058291,-0.012651988108961029,0.11762268731596241,-0.031608822120877365,0.3121652897534514,0.07927242759147035,0.07068442403422093,0.06267763591392787,0.02312546839174386,0.07068442403422093,-0.027858472608473725,0.07243754429416677,0.12914008035658806,-0.04340588679330538,-0.06614383755815206,0.10053687715310515,0.07956919131656204,0.1404071206114047,0.00321584958651449,-0.015760743227520142,-0.01569302550381627,-0.006765599034480159,0.004226222339957083,0.017131484912152665,-0.023480968937211442,0.016193630388929972,-0.0011005852512198714,0.002160625543629457,-0.006970944697586207,-0.038778589490313584,0.00013085363873917985,-0.0502472728469595,-0.02613379620591286,0.0024946264340624715,0.023989297743775017,-0.004239153086701686,-0.003538531768245593,0.004184003098884449,-0.02472402648662477,-0.09877619438283407,-0.016391190612554677,-0.10738739434225546,-0.023426950792276576,0.556767844179756,-0.07650269780945042,0.030974804916459577,0.007019033797558277,-0.12785510440522488,0.027955011147005403,0.015493110538760456
-0.25563923106466285,-0.06576576353216737,0.6161165992054819,-0.633096627291623,-0.6426132325087174,-0.47160371451406746,1.0,0.7808356418480683,0.7759340112747246,0.015549980776355717,-0.015293021288929523,-0.18110154191168065,0.015549980776355717,-0.13310775026087648,-0.009664686343805469,0.25800122029454275,-0.20451269161236602,-0.01167302568779871,-0.029806594817895413,-0.08966115204719527,-0.07999993582046963,-0.03645628332794789,-0.08966115204719527,-0.06544952173422941,-0.08977565533882119,-0.10827416722332411,-0.0236551245523641,-0.022191453968762896,-0.07438108243785432,0.012450360155869943,-0.14302903802045241,-0.04167617819649858,-0.004076411926675131,0.004332378643682326,0.037566901670326544,-0.004076411926675131,0.06949654945945657,-0.005568034515288061,-0.09936278572665673,0.06416976797580194,0.10241920682035258,-0.05809631657800354,-0.051511750850780115,-0.1271822341238186,0.04530011658669745,-0.031629445519590245,-0.007659472171505126,-0.024049082195371344,-0.005813628658649855,-0.03588512009044779,0.007655475785384061,-0.022471256134911497,-0.024512330422524774,-0.020680358058559424,-0.032852390907226234,0.00833219191215195,-0.030869193249436377,0.1259957775470764,0.05495310419130253,-0.03169116466902196,-0.026565067368979668,-0.010636147466773768,0.005425783230992822,0.09228149420240409,0.02120946730730614,0.21248466331267613,-0.029281877163519585,0.06265969226040317,0.042547235494248,-0.23335193391740103,-0.19453819723297383,-0.021079177855458348,-0.003956413578448735,0.25800122029454275,-0.014146915107053015,-0.0058878890297103
-0.47240337267453053,-0.2101895624572279,0.7341712904043558,-0.8138571864834976,-0.8599589934801607,-0.7440913049934573,0.7808356418480683,1.0,0.7709617955912662,0.005306101947540291,-0.02789804855056789,-0.16396164795578802,0.005306101947540291,-0.16984947778774598,-0.015637159468659956,0.21184821038557874,-0.22545545810324275,-0.03407373431071652,0.0036841145963319114,-0.05354159066793384,-0.03858606556059401,0.01885750185062533,-0.05354159066793384,-0.01721451552962985,-0.0527811111399728,-0.1002456889577283,0.042142496054744946,0.051369950302973234,-0.0905462455470551,-0.0018981904193115225,-0.2624908476978433,0.014338694818550055,-0.006156425163488616,0.0032711842442117826,0.037398830479469944,-0.006156425163488616,0.08519233667807927,-0.008198304540064167,-0.10062200971282917,0.09095933723754211,0.11920208073187903,-0.08824300848232328,-0.05640191338033213,-0.17268673259617875,0.06126093299309491,0.02192153953405512,-0.025359915899219956,0.009628520809134067,-0.0034929075204869174,-0.015492407618426235,0.03785567138748983,-0.0435367166237806,0.006714236219947404,-0.012386119833008873,0.0022217773781021957,-0.004602373071871408,0.004596421350185803,0.09705739243394372,0.04193669700668924,0.0017748362544366609,-0.044393677631610555,-0.025620748770166478,-0.00026372812724514424,0.02955435744163429,0.015267167593683895,0.17382848529316655,0.0036731333594477826,0.1186496737400153,0.043725496520343375,-0.4333285392078732,-0.08502592684410065,-0.028033023874532513,-0.0025174702476798974,0.21184821038557874,-0.016987106182961308,0.0002949589135490227
-0.3061882568754567,-0.1725248586495084,0.44322372533405935,-0.5469196967027745,-0.6059048647389568,-0.48626493354149386,0.7759340112747246,0.7709617955912662,1.0,0.0339480668738916,0.040074006480364806,-0.054280625318477445,0.0339480668738916,0.01357995095552843,-0.037030020008073296,0.20748189213930618,-0.06235725847463381,0.040789186720824565,0.03176095113530977,-0.07753872296381549,-0.0635974284964194,-0.0080758903331622,-0.07753872296381549,-0.03188452137747198,-0.0783014403029798,-0.14783136754436513,-0.013311478977048532,-0.019318056707876376,-0.11268738113818777,-0.016902033458322294,-0.1736619776624871,-0.007090397699192908,0.05596266665694942,0.06456875686134245,0.08273524868513883,0.05596266665694942,0.14050299508397854,0.05376753335162756,-0.09114738832101527,0.12673239241467835,0.13886398418099302,-0.08066651935066542,-0.02313853900583794,-0.16127688610344054,0.11857902059569324,-0.00011419475157840239,-0.06628008365176515,-0.003330543351579444,0.018916542601733352,-0.0001736596336131008,0.013402055312924146,-0.04100374893842756,0.011301133782486372,-0.006411607369651278,-0.010532088956711162,-0.06957226999991444,0.013032719239813221,0.05202920835549513,0.04324607059809535,0.000723791171895751,-0.030528821288151882,-0.039387894483844256,0.001614316778867503,0.003615710356609156,-0.013176639442226324,0.10789511631775729,0.031880873903494075,-0.06888627856718009,0.12871544984502012,-0.29257379778131315,-0.06742797114335525,-0.025861321299189336,-0.004477496288109748,0.20748189213930618,-0.014649096530454845,0.0008189686042770627
0.13583384355383243,0.29887236240989185,-0.03177460869445841,0.04123524608847827,0.02560249553817136,-0.0007354255857410333,0.015549980776355717,0.005306101947540291,0.0339480668738916,1.0,0.9739527327504683,0.6605280638090484,1.0,-0.11082479972666064,0.9354284830400026,-0.030526851234652035,0.14002406116464539,0.9603384414166068,0.9127315499863745,-0.08246082574847896,-0.08191816951336793,-0.06555269186254026,-0.08246082574847896,-0.08112019664978704,-0.08046864138998638,-0.010388681555364909,-0.03365860571540607,-0.009768436391223358,0.03376132237761422,-0.0006139211170649553,0.0019072434705591295,-0.09108896054656165,-0.1892389004273303,-0.18187286976665507,-0.10585792463388641,-0.1892389004273303,-0.1659251327804152,-0.18593049246997778,-0.09376275808906005,-0.13879474037397116,-0.03347077835984026,0.02928371809526461,-0.09287612214249485,-0.03985852956258798,-0.19315568980811498,0.0033352140525327485,0.0077649915623625426,-0.014973550003360219,0.03050441196765064,-0.028069140272994644,-0.011015117438083765,0.027016215484643065,-0.031284704617487995,-0.013249882557781516,-0.017552741205741712,0.010525262777353396,-0.008119998246241827,-0.028288309477843276,-0.02030149022069764,-0.01784941388545556,-0.0010691464489831087,0.024349289903213146,0.006159696887014735,0.022913826695874412,-0.02296342446512958,0.2245553116206471,0.9057310135443603,-0.1427127690754395,-0.04374051453098058,-0.09235399675148023,-0.39480714775453074,-0.022483529362788197,-0.0028429165532073736,-0.030526851234652035,-0.008841112646150742,0.10745765984391706
